Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
525,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
526,Bash/Shell/PowerShell,C#,PostgreSQL,PostgreSQL,Android,Android,Angular/Angular.js,ASP.NET,Notepad++
528,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,AWS,AWS,Django,Spring,IntelliJ
529,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Drupal,IntelliJ
533,C#,C#,Oracle,PostgreSQL,AWS,AWS,Angular/Angular.js,React.js,Eclipse
539,Bash/Shell/PowerShell,Go,PostgreSQL,Couchbase,AWS,AWS,Express,Flask,PyCharm
540,JavaScript,C++,PostgreSQL,Elasticsearch,Google Cloud Platform,AWS,Flask,Angular/Angular.js,IntelliJ
542,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Django,Django,IntelliJ
545,Bash/Shell/PowerShell,C++,MySQL,PostgreSQL,Android,Android,jQuery,jQuery,Android Studio
547,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
550,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
553,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
554,Go,Go,MySQL,Elasticsearch,Android,Docker,Angular/Angular.js,Angular/Angular.js,Vim
555,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,ASP.NET,Angular/Angular.js,Notepad++
558,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
561,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Heroku,Heroku,Django,Django,Atom
562,C#,C#,Microsoft SQL Server,PostgreSQL,Android,Android,ASP.NET,ASP.NET,Visual Studio
563,Assembly,Assembly,MariaDB,MariaDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
564,C,C,SQLite,SQLite,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Atom
565,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Android,Laravel,Angular/Angular.js,PHPStorm
566,Bash/Shell/PowerShell,Objective-C,Microsoft SQL Server,Elasticsearch,Android,Android,jQuery,Angular/Angular.js,TextMate
571,Assembly,Assembly,MongoDB,MongoDB,AWS,Android,Angular/Angular.js,Vue.js,Notepad++
572,Assembly,Assembly,PostgreSQL,PostgreSQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
574,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Android,Django,Django,Notepad++
575,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Docker,Flask,Django,Eclipse
578,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,jQuery,Angular/Angular.js,Android Studio
581,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Android,jQuery,Laravel,PHPStorm
582,C,Dart,MariaDB,Firebase,AWS,Android,Angular/Angular.js,ASP.NET,Android Studio
583,Java,Scala,MySQL,Elasticsearch,Docker,Docker,Angular/Angular.js,React.js,Notepad++
586,Java,C,MySQL,Firebase,Android,Android,Spring,Angular/Angular.js,Android Studio
587,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Linux,Linux,Vue.js,Angular/Angular.js,Vim
588,C#,C#,Couchbase,Couchbase,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
589,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
590,C#,C#,Elasticsearch,Elasticsearch,MacOS,Docker,ASP.NET,ASP.NET,Visual Studio
591,C#,C#,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
594,HTML/CSS,Dart,MongoDB,MongoDB,Android,Android,jQuery,jQuery,Android Studio
596,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
598,Assembly,Assembly,DynamoDB,Elasticsearch,Android,Android,Angular/Angular.js,jQuery,Android Studio
602,C++,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Django,ASP.NET,Android Studio
603,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MariaDB,Docker,Docker,Spring,React.js,IntelliJ
604,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,ASP.NET,ASP.NET,Notepad++
607,C#,C#,Microsoft SQL Server,Redis,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
608,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,Docker,Docker,Django,Django,Eclipse
613,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,jQuery,Notepad++
614,Bash/Shell/PowerShell,C#,MySQL,Cassandra,Linux,Android,Spring,Spring,Android Studio
615,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Windows,ASP.NET,ASP.NET,Notepad++
617,Bash/Shell/PowerShell,Clojure,Elasticsearch,Elasticsearch,Android,Arduino,Express,React.js,IntelliJ
626,HTML/CSS,HTML/CSS,Oracle,Elasticsearch,Slack,Slack,jQuery,jQuery,Eclipse
628,Bash/Shell/PowerShell,JavaScript,Elasticsearch,DynamoDB,AWS,Docker,React.js,React.js,Vim
637,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
639,HTML/CSS,JavaScript,Firebase,Firebase,Android,Android,Express,Django,Android Studio
640,HTML/CSS,C#,Microsoft SQL Server,Elasticsearch,AWS,AWS,ASP.NET,Angular/Angular.js,Visual Studio
643,Bash/Shell/PowerShell,Go,Microsoft SQL Server,MySQL,AWS,Docker,Ruby on Rails,React.js,Sublime Text
645,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
647,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
650,Bash/Shell/PowerShell,C++,Microsoft SQL Server,MongoDB,Arduino,Arduino,React.js,React.js,Visual Studio Code
654,Clojure,Clojure,Cassandra,Elasticsearch,AWS,AWS,React.js,Other(s):,IntelliJ
657,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,Arduino,jQuery,jQuery,Eclipse
658,C++,HTML/CSS,MySQL,Elasticsearch,Android,Android,jQuery,React.js,Notepad++
659,Python,Python,Cassandra,MongoDB,Docker,Docker,Flask,Flask,IPython / Jupyter
660,HTML/CSS,Assembly,Elasticsearch,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
661,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,Android,Android,jQuery,jQuery,Android Studio
662,Python,Java,Microsoft SQL Server,Firebase,Windows,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
664,HTML/CSS,C++,Firebase,Cassandra,Android,AWS,jQuery,Angular/Angular.js,Eclipse
665,Ruby,JavaScript,PostgreSQL,PostgreSQL,Heroku,Heroku,Ruby on Rails,React.js,Atom
666,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,ASP.NET,ASP.NET,Sublime Text
667,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Docker,jQuery,Angular/Angular.js,Notepad++
668,Bash/Shell/PowerShell,Python,MySQL,PostgreSQL,Docker,Docker,Django,Django,PyCharm
669,Bash/Shell/PowerShell,Python,Microsoft SQL Server,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
670,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Docker,Angular/Angular.js,ASP.NET,Notepad++
671,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Android,Android,Laravel,Laravel,Android Studio
674,C#,Dart,MongoDB,Firebase,Docker,Docker,Express,Angular/Angular.js,PyCharm
675,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Windows,Angular/Angular.js,Angular/Angular.js,Android Studio
677,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,IntelliJ
679,C#,Go,Elasticsearch,DynamoDB,AWS,AWS,ASP.NET,Django,Visual Studio
680,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,Android,React.js,Angular/Angular.js,Visual Studio
681,Bash/Shell/PowerShell,C#,MongoDB,Elasticsearch,Android,Docker,Django,Angular/Angular.js,IPython / Jupyter
683,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,Android,Angular/Angular.js,Express,Atom
685,C#,Assembly,MariaDB,SQLite,Android,Android,Spring,Spring,IntelliJ
686,C#,C++,Microsoft SQL Server,Microsoft SQL Server,Android,Arduino,ASP.NET,ASP.NET,Notepad++
688,HTML/CSS,C,MariaDB,Couchbase,Android,AWS,Express,Django,Visual Studio Code
689,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Arduino,AWS,ASP.NET,Angular/Angular.js,Eclipse
691,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,AWS,AWS,jQuery,Angular/Angular.js,Notepad++
693,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,Docker,jQuery,Angular/Angular.js,Vim
694,C#,C#,MySQL,PostgreSQL,Docker,Android,Angular/Angular.js,Django,IntelliJ
695,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
696,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Android Studio
697,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,AWS,React.js,Flask,IPython / Jupyter
699,Bash/Shell/PowerShell,C,MySQL,SQLite,Android,Android,ASP.NET,ASP.NET,Notepad++
701,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,iOS,Flask,Flask,Vim
703,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,AWS,Docker,ASP.NET,Angular/Angular.js,Visual Studio Code
705,Go,Go,Redis,Redis,Google Cloud Platform,Google Cloud Platform,Other(s):,Other(s):,Visual Studio Code
707,C#,HTML/CSS,Elasticsearch,MongoDB,Android,Android,Express,Express,Sublime Text
708,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Angular/Angular.js,React.js,IPython / Jupyter
712,HTML/CSS,HTML/CSS,Microsoft SQL Server,Elasticsearch,Linux,MacOS,jQuery,React.js,Atom
714,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Arduino,jQuery,Django,Visual Studio Code
715,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery,Notepad++
718,C#,C#,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
720,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Kubernetes,Angular/Angular.js,Angular/Angular.js,Visual Studio
721,Bash/Shell/PowerShell,Rust,MongoDB,PostgreSQL,Docker,Docker,Express,Express,IntelliJ
724,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
725,C#,Java,Microsoft SQL Server,MongoDB,Arduino,AWS,ASP.NET,Angular/Angular.js,Visual Studio
729,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Arduino,Arduino,Django,Django,Emacs
731,C,HTML/CSS,MySQL,MySQL,Linux,Linux,jQuery,jQuery,NetBeans
732,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Slack,Docker,ASP.NET,Angular/Angular.js,Visual Studio
736,C#,C#,MySQL,Oracle,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
740,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
741,C++,C#,DynamoDB,DynamoDB,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
742,Go,Elixir,PostgreSQL,PostgreSQL,Docker,Docker,Flask,Flask,Komodo
743,HTML/CSS,JavaScript,MariaDB,Elasticsearch,Linux,Docker,Laravel,Laravel,PHPStorm
744,C,C#,Other(s):,Other(s):,Android,Android,ASP.NET,ASP.NET,Android Studio
746,Go,Elixir,Couchbase,PostgreSQL,Android,AWS,Angular/Angular.js,Flask,Android Studio
749,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Visual Studio
751,HTML/CSS,HTML/CSS,Couchbase,Elasticsearch,Docker,Docker,jQuery,Express,PHPStorm
752,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,ASP.NET,Notepad++
753,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,Angular/Angular.js,React.js,Notepad++
756,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
757,C,C,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Flask,Android Studio
758,Java,Python,MariaDB,Elasticsearch,AWS,Android,Spring,Spring,Eclipse
760,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
761,C#,C++,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
762,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,jQuery,Visual Studio
764,C#,C#,Oracle,Microsoft SQL Server,Windows,Android,jQuery,Angular/Angular.js,Notepad++
765,Java,C,Microsoft SQL Server,PostgreSQL,Android,Android,Ruby on Rails,React.js,Android Studio
768,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,AWS,Angular/Angular.js,ASP.NET,Android Studio
769,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
770,Go,Go,MariaDB,Elasticsearch,AWS,Arduino,Angular/Angular.js,Angular/Angular.js,PyCharm
771,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
773,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,DynamoDB,Android,AWS,Angular/Angular.js,React.js,IntelliJ
774,Ruby,Java,Couchbase,Elasticsearch,Android,Docker,Ruby on Rails,Ruby on Rails,RubyMine
776,HTML/CSS,HTML/CSS,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,Flask,Flask,IPython / Jupyter
777,Bash/Shell/PowerShell,C++,SQLite,Elasticsearch,Arduino,AWS,jQuery,Angular/Angular.js,Vim
779,C,Assembly,DynamoDB,DynamoDB,AWS,AWS,Django,Angular/Angular.js,PyCharm
780,HTML/CSS,C#,Oracle,Firebase,Linux,Android,Other(s):,jQuery,Android Studio
781,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Docker,Docker,Express,Angular/Angular.js,Eclipse
785,HTML/CSS,Go,MariaDB,DynamoDB,AWS,AWS,Laravel,Laravel,Emacs
786,Java,Ruby,MySQL,PostgreSQL,MacOS,MacOS,Ruby on Rails,Ruby on Rails,IntelliJ
787,C#,C#,PostgreSQL,PostgreSQL,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
789,C#,F#,Elasticsearch,Other(s):,Docker,Docker,ASP.NET,Angular/Angular.js,IntelliJ
791,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,Docker,Android,Angular/Angular.js,Other(s):,IntelliJ
795,C#,C#,MongoDB,Microsoft SQL Server,AWS,Android,ASP.NET,ASP.NET,Notepad++
797,HTML/CSS,HTML/CSS,Microsoft SQL Server,Elasticsearch,AWS,AWS,Express,Express,IntelliJ
799,C,C++,MongoDB,MongoDB,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Vim
801,HTML/CSS,HTML/CSS,Oracle,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
805,Java,Java,Microsoft SQL Server,Elasticsearch,iOS,iOS,React.js,React.js,IntelliJ
812,C#,C#,MariaDB,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
814,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Notepad++
816,HTML/CSS,C#,MariaDB,Firebase,iOS,Android,jQuery,Laravel,Android Studio
817,Assembly,C++,MariaDB,PostgreSQL,Docker,Linux,Flask,Ruby on Rails,IntelliJ
827,C,Go,MySQL,MongoDB,Android,AWS,Express,Django,IntelliJ
828,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Microsoft Azure,AWS,ASP.NET,ASP.NET,Visual Studio
829,Java,Java,MongoDB,MongoDB,Docker,Docker,Spring,Spring,IntelliJ
830,C#,C#,DynamoDB,DynamoDB,AWS,AWS,Express,Express,IntelliJ
831,C,C,MySQL,MySQL,Linux,Linux,jQuery,jQuery,Eclipse
832,C,C#,Firebase,Firebase,Android,Android,jQuery,ASP.NET,Android Studio
837,Java,Kotlin,MySQL,MySQL,Android,Android,Other(s):,Other(s):,Android Studio
842,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,Docker,React.js,React.js,IntelliJ
843,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Docker,Linux,ASP.NET,ASP.NET,Sublime Text
844,HTML/CSS,Ruby,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
845,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Windows,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
846,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Docker,Docker,Angular/Angular.js,Flask,IPython / Jupyter
848,HTML/CSS,HTML/CSS,MySQL,DynamoDB,AWS,AWS,ASP.NET,jQuery,Sublime Text
850,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
853,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,Linux,Android,Angular/Angular.js,Angular/Angular.js,Atom
857,C#,Python,Microsoft SQL Server,Elasticsearch,Android,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
859,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
860,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,AWS,Angular/Angular.js,Express,Vim
861,C#,Kotlin,MongoDB,MongoDB,Docker,Docker,Flask,Vue.js,PyCharm
864,Bash/Shell/PowerShell,C++,MySQL,Couchbase,AWS,Android,Angular/Angular.js,Django,IntelliJ
865,C#,C#,MySQL,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
869,Java,JavaScript,SQLite,MongoDB,Android,Android,Express,Express,Android Studio
870,Python,Go,DynamoDB,MongoDB,Docker,Docker,Django,Other(s):,IPython / Jupyter
871,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Android,Docker,jQuery,React.js,Eclipse
872,Bash/Shell/PowerShell,Go,MySQL,Cassandra,AWS,Android,Express,Vue.js,PyCharm
873,C++,Bash/Shell/PowerShell,SQLite,SQLite,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
874,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Emacs
878,HTML/CSS,Clojure,PostgreSQL,Elasticsearch,Android,Android,Angular/Angular.js,Django,Sublime Text
880,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Angular/Angular.js,jQuery,Visual Studio Code
882,C++,Rust,MySQL,Elasticsearch,Linux,Linux,Express,React.js,Visual Studio Code
883,Bash/Shell/PowerShell,Ruby,Microsoft SQL Server,Elasticsearch,iOS,Android,Angular/Angular.js,Spring,Vim
884,C,Go,Couchbase,Elasticsearch,Docker,Android,Angular/Angular.js,Vue.js,Emacs
885,Java,Java,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
890,C#,Bash/Shell/PowerShell,Firebase,SQLite,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
893,Java,Bash/Shell/PowerShell,MariaDB,Firebase,Android,iOS,jQuery,Django,Android Studio
895,Go,Elixir,DynamoDB,DynamoDB,Arduino,Arduino,Angular/Angular.js,Django,IntelliJ
896,C#,C#,MySQL,PostgreSQL,Android,Docker,Angular/Angular.js,React.js,Visual Studio
898,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Flask,jQuery,IntelliJ
899,Bash/Shell/PowerShell,HTML/CSS,MongoDB,MongoDB,Android,Android,Express,Express,Android Studio
900,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
901,Bash/Shell/PowerShell,C#,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Notepad++
907,Bash/Shell/PowerShell,Other(s):,MySQL,PostgreSQL,Docker,Docker,Flask,Flask,Atom
909,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
910,Elixir,Elixir,Elasticsearch,Elasticsearch,Android,Android,jQuery,Django,Atom
913,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Vue.js,Vue.js,IntelliJ
914,C#,Java,Microsoft SQL Server,MariaDB,Android,Android,Angular/Angular.js,Laravel,Notepad++
915,Bash/Shell/PowerShell,F#,Elasticsearch,DynamoDB,AWS,Kubernetes,ASP.NET,Spring,IntelliJ
916,C#,C,Microsoft SQL Server,Elasticsearch,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
917,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
918,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
919,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,AWS,AWS,ASP.NET,React.js,Sublime Text
920,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
922,C++,C,MySQL,MySQL,Android,Arduino,Ruby on Rails,Ruby on Rails,Sublime Text
923,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Linux,Linux,Angular/Angular.js,React.js,IntelliJ
926,HTML/CSS,Clojure,PostgreSQL,PostgreSQL,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Emacs
927,C#,C#,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,Notepad++
929,C#,JavaScript,Firebase,MongoDB,Android,Android,Express,Express,Android Studio
930,Bash/Shell/PowerShell,Go,Elasticsearch,Elasticsearch,Linux,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
932,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,AWS,Angular/Angular.js,Vue.js,Notepad++
934,JavaScript,JavaScript,MySQL,MongoDB,Docker,Docker,jQuery,Express,Atom
935,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,ASP.NET,ASP.NET,Notepad++
938,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
939,C#,C#,MariaDB,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
942,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
945,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Elasticsearch,Heroku,AWS,Flask,Flask,Notepad++
948,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Angular/Angular.js,Angular/Angular.js,PHPStorm
949,C++,Go,DynamoDB,PostgreSQL,Android,AWS,Django,Django,Sublime Text
951,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,MongoDB,Android,Android,jQuery,React.js,Android Studio
952,C#,Assembly,Elasticsearch,Elasticsearch,Windows,Linux,ASP.NET,Angular/Angular.js,Emacs
953,JavaScript,C++,MySQL,Elasticsearch,Heroku,Linux,Angular/Angular.js,React.js,Sublime Text
